Date: 2025-08-14, Hour: 09:00, Room: Living Room, Sensor: Temperature Sensor, Value: 21.49°C, Status: High Temperature
Date: 2025-08-15, Hour: 11:05, Room: Living Room, Sensor: Humidity Sensor, Value: %62.63, Status: High Humidity
Date: 2025-08-15, Hour: 11:05, Room: Kitchen, Sensor: Humidity Sensor, Value: %63.65, Status: High Humidity
Date: 2025-08-15, Hour: 11:05, Room: Bedroom, Sensor: Humidity Sensor, Value: %63.1, Status: High Humidity
Date: 2025-08-15, Hour: 11:10, Room: Living Room, Sensor: Temperature Sensor, Value: 23.45°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:10, Room: Kitchen, Sensor: Temperature Sensor, Value: 23.08°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:10, Room: Bedroom, Sensor: Temperature Sensor, Value: 23.69°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:10, Room: Living Room, Sensor: Humidity Sensor, Value: %65.37, Status: High Humidity
Date: 2025-08-15, Hour: 11:10, Room: Kitchen, Sensor: Humidity Sensor, Value: %64.84, Status: High Humidity
Date: 2025-08-15, Hour: 11:10, Room: Bedroom, Sensor: Humidity Sensor, Value: %62.31, Status: High Humidity
Date: 2025-08-15, Hour: 11:15, Room: Living Room, Sensor: Temperature Sensor, Value: 25.13°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:15, Room: Kitchen, Sensor: Temperature Sensor, Value: 24.4°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:15, Room: Bedroom, Sensor: Temperature Sensor, Value: 24.68°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:15, Room: Living Room, Sensor: Humidity Sensor, Value: %67.81, Status: High Humidity
Date: 2025-08-15, Hour: 11:15, Room: Kitchen, Sensor: Humidity Sensor, Value: %67.89, Status: High Humidity
Date: 2025-08-15, Hour: 11:15, Room: Bedroom, Sensor: Humidity Sensor, Value: %62.52, Status: High Humidity
Date: 2025-08-15, Hour: 11:20, Room: Living Room, Sensor: Temperature Sensor, Value: 24.1°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:20, Room: Kitchen, Sensor: Temperature Sensor, Value: 23.11°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:20, Room: Bedroom, Sensor: Temperature Sensor, Value: 22.89°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:20, Room: Living Room, Sensor: Humidity Sensor, Value: %62.1, Status: High Humidity
Date: 2025-08-15, Hour: 11:20, Room: Kitchen, Sensor: Humidity Sensor, Value: %65.13, Status: High Humidity
Date: 2025-08-15, Hour: 11:20, Room: Bedroom, Sensor: Humidity Sensor, Value: %67.37, Status: High Humidity
Date: 2025-08-15, Hour: 11:25, Room: Living Room, Sensor: Temperature Sensor, Value: 23.51°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:25, Room: Kitchen, Sensor: Temperature Sensor, Value: 24.85°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:25, Room: Bedroom, Sensor: Temperature Sensor, Value: 23.79°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:25, Room: Living Room, Sensor: Humidity Sensor, Value: %65.09, Status: High Humidity
Date: 2025-08-15, Hour: 11:25, Room: Kitchen, Sensor: Humidity Sensor, Value: %61.9, Status: High Humidity
Date: 2025-08-15, Hour: 11:25, Room: Bedroom, Sensor: Humidity Sensor, Value: %64.93, Status: High Humidity
Date: 2025-08-15, Hour: 11:30, Room: Living Room, Sensor: Temperature Sensor, Value: 23.99°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:30, Room: Kitchen, Sensor: Temperature Sensor, Value: 24.99°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:30, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.08°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:30, Room: Living Room, Sensor: Humidity Sensor, Value: %63.15, Status: High Humidity
Date: 2025-08-15, Hour: 11:30, Room: Kitchen, Sensor: Humidity Sensor, Value: %61.88, Status: High Humidity
Date: 2025-08-15, Hour: 11:30, Room: Bedroom, Sensor: Humidity Sensor, Value: %63.93, Status: High Humidity
Date: 2025-08-15, Hour: 11:35, Room: Living Room, Sensor: Temperature Sensor, Value: 23.52°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:35, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.04°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:35, Room: Bedroom, Sensor: Temperature Sensor, Value: 24.42°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:35, Room: Living Room, Sensor: Humidity Sensor, Value: %66.33, Status: High Humidity
Date: 2025-08-15, Hour: 11:35, Room: Kitchen, Sensor: Humidity Sensor, Value: %62.11, Status: High Humidity
Date: 2025-08-15, Hour: 11:35, Room: Bedroom, Sensor: Humidity Sensor, Value: %66.28, Status: High Humidity
Date: 2025-08-15, Hour: 11:40, Room: Living Room, Sensor: Temperature Sensor, Value: 24.42°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:40, Room: Kitchen, Sensor: Temperature Sensor, Value: 24.21°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:40, Room: Bedroom, Sensor: Temperature Sensor, Value: 23.09°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:40, Room: Living Room, Sensor: Humidity Sensor, Value: %66.93, Status: High Humidity
Date: 2025-08-15, Hour: 11:40, Room: Kitchen, Sensor: Humidity Sensor, Value: %66.81, Status: High Humidity
Date: 2025-08-15, Hour: 11:40, Room: Bedroom, Sensor: Humidity Sensor, Value: %68.17, Status: High Humidity
Date: 2025-08-15, Hour: 11:45, Room: Living Room, Sensor: Temperature Sensor, Value: 24.72°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:45, Room: Kitchen, Sensor: Temperature Sensor, Value: 24.64°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:45, Room: Bedroom, Sensor: Temperature Sensor, Value: 23.36°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:45, Room: Living Room, Sensor: Humidity Sensor, Value: %65.04, Status: High Humidity
Date: 2025-08-15, Hour: 11:45, Room: Kitchen, Sensor: Humidity Sensor, Value: %64.64, Status: High Humidity
Date: 2025-08-15, Hour: 11:45, Room: Bedroom, Sensor: Humidity Sensor, Value: %61.96, Status: High Humidity
Date: 2025-08-15, Hour: 11:50, Room: Living Room, Sensor: Temperature Sensor, Value: 24.18°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:50, Room: Kitchen, Sensor: Temperature Sensor, Value: 23.87°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:50, Room: Bedroom, Sensor: Temperature Sensor, Value: 24.95°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:50, Room: Living Room, Sensor: Humidity Sensor, Value: %65.77, Status: High Humidity
Date: 2025-08-15, Hour: 11:50, Room: Kitchen, Sensor: Humidity Sensor, Value: %62.15, Status: High Humidity
Date: 2025-08-15, Hour: 11:50, Room: Bedroom, Sensor: Humidity Sensor, Value: %62.9, Status: High Humidity
Date: 2025-08-15, Hour: 11:55, Room: Living Room, Sensor: Temperature Sensor, Value: 24.68°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:55, Room: Kitchen, Sensor: Temperature Sensor, Value: 23.78°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:55, Room: Bedroom, Sensor: Temperature Sensor, Value: 22.9°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 11:55, Room: Living Room, Sensor: Humidity Sensor, Value: %68.16, Status: High Humidity
Date: 2025-08-15, Hour: 11:55, Room: Kitchen, Sensor: Humidity Sensor, Value: %66.5, Status: High Humidity
Date: 2025-08-15, Hour: 11:55, Room: Bedroom, Sensor: Humidity Sensor, Value: %67.91, Status: High Humidity
Date: 2025-08-15, Hour: 12:00, Room: Living Room, Sensor: Temperature Sensor, Value: 24.68°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:00, Room: Kitchen, Sensor: Temperature Sensor, Value: 24.85°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:00, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.18°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:00, Room: Living Room, Sensor: Humidity Sensor, Value: %73.1, Status: High Humidity
Date: 2025-08-15, Hour: 12:00, Room: Kitchen, Sensor: Humidity Sensor, Value: %74.46, Status: High Humidity
Date: 2025-08-15, Hour: 12:00, Room: Bedroom, Sensor: Humidity Sensor, Value: %74.62, Status: High Humidity
Date: 2025-08-15, Hour: 12:05, Room: Living Room, Sensor: Temperature Sensor, Value: 24.6°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:05, Room: Kitchen, Sensor: Temperature Sensor, Value: 24.88°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:05, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.84°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:05, Room: Living Room, Sensor: Humidity Sensor, Value: %73.49, Status: High Humidity
Date: 2025-08-15, Hour: 12:05, Room: Kitchen, Sensor: Humidity Sensor, Value: %71.05, Status: High Humidity
Date: 2025-08-15, Hour: 12:05, Room: Bedroom, Sensor: Humidity Sensor, Value: %71.44, Status: High Humidity
Date: 2025-08-15, Hour: 12:10, Room: Living Room, Sensor: Temperature Sensor, Value: 24.28°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:10, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.07°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:10, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.99°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:10, Room: Living Room, Sensor: Humidity Sensor, Value: %73.45, Status: High Humidity
Date: 2025-08-15, Hour: 12:10, Room: Kitchen, Sensor: Humidity Sensor, Value: %69.84, Status: High Humidity
Date: 2025-08-15, Hour: 12:10, Room: Bedroom, Sensor: Humidity Sensor, Value: %74.47, Status: High Humidity
Date: 2025-08-15, Hour: 12:15, Room: Living Room, Sensor: Temperature Sensor, Value: 25.82°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:15, Room: Kitchen, Sensor: Temperature Sensor, Value: 24.53°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:15, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.67°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:15, Room: Living Room, Sensor: Humidity Sensor, Value: %71.99, Status: High Humidity
Date: 2025-08-15, Hour: 12:15, Room: Kitchen, Sensor: Humidity Sensor, Value: %71.16, Status: High Humidity
Date: 2025-08-15, Hour: 12:15, Room: Bedroom, Sensor: Humidity Sensor, Value: %70.7, Status: High Humidity
Date: 2025-08-15, Hour: 12:20, Room: Living Room, Sensor: Temperature Sensor, Value: 26.38°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:20, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.51°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:20, Room: Bedroom, Sensor: Temperature Sensor, Value: 26.31°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:20, Room: Living Room, Sensor: Humidity Sensor, Value: %73.53, Status: High Humidity
Date: 2025-08-15, Hour: 12:20, Room: Kitchen, Sensor: Humidity Sensor, Value: %71.53, Status: High Humidity
Date: 2025-08-15, Hour: 12:20, Room: Bedroom, Sensor: Humidity Sensor, Value: %74.62, Status: High Humidity
Date: 2025-08-15, Hour: 12:25, Room: Living Room, Sensor: Temperature Sensor, Value: 24.03°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:25, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.78°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:25, Room: Bedroom, Sensor: Temperature Sensor, Value: 24.43°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:25, Room: Living Room, Sensor: Humidity Sensor, Value: %73.52, Status: High Humidity
Date: 2025-08-15, Hour: 12:25, Room: Kitchen, Sensor: Humidity Sensor, Value: %73.64, Status: High Humidity
Date: 2025-08-15, Hour: 12:25, Room: Bedroom, Sensor: Humidity Sensor, Value: %72.01, Status: High Humidity
Date: 2025-08-15, Hour: 12:30, Room: Living Room, Sensor: Temperature Sensor, Value: 25.12°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:30, Room: Kitchen, Sensor: Temperature Sensor, Value: 24.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:30, Room: Bedroom, Sensor: Temperature Sensor, Value: 24.53°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:30, Room: Living Room, Sensor: Humidity Sensor, Value: %71.85, Status: High Humidity
Date: 2025-08-15, Hour: 12:30, Room: Kitchen, Sensor: Humidity Sensor, Value: %71.7, Status: High Humidity
Date: 2025-08-15, Hour: 12:30, Room: Bedroom, Sensor: Humidity Sensor, Value: %68.23, Status: High Humidity
Date: 2025-08-15, Hour: 12:35, Room: Living Room, Sensor: Temperature Sensor, Value: 24.84°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:35, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.78°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:35, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.86°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:35, Room: Living Room, Sensor: Humidity Sensor, Value: %68.14, Status: High Humidity
Date: 2025-08-15, Hour: 12:35, Room: Kitchen, Sensor: Humidity Sensor, Value: %68.25, Status: High Humidity
Date: 2025-08-15, Hour: 12:35, Room: Bedroom, Sensor: Humidity Sensor, Value: %69.22, Status: High Humidity
Date: 2025-08-15, Hour: 12:40, Room: Living Room, Sensor: Temperature Sensor, Value: 25.5°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:40, Room: Kitchen, Sensor: Temperature Sensor, Value: 24.74°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:40, Room: Bedroom, Sensor: Temperature Sensor, Value: 26.23°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:40, Room: Living Room, Sensor: Humidity Sensor, Value: %69.31, Status: High Humidity
Date: 2025-08-15, Hour: 12:40, Room: Kitchen, Sensor: Humidity Sensor, Value: %73.32, Status: High Humidity
Date: 2025-08-15, Hour: 12:40, Room: Bedroom, Sensor: Humidity Sensor, Value: %72.68, Status: High Humidity
Date: 2025-08-15, Hour: 12:45, Room: Living Room, Sensor: Temperature Sensor, Value: 24.95°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:45, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.4°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:45, Room: Bedroom, Sensor: Temperature Sensor, Value: 24.99°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:45, Room: Living Room, Sensor: Humidity Sensor, Value: %70.42, Status: High Humidity
Date: 2025-08-15, Hour: 12:45, Room: Kitchen, Sensor: Humidity Sensor, Value: %72.91, Status: High Humidity
Date: 2025-08-15, Hour: 12:45, Room: Bedroom, Sensor: Humidity Sensor, Value: %68.86, Status: High Humidity
Date: 2025-08-15, Hour: 12:50, Room: Living Room, Sensor: Temperature Sensor, Value: 26.41°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:50, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.01°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:50, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.31°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:50, Room: Living Room, Sensor: Humidity Sensor, Value: %67.76, Status: High Humidity
Date: 2025-08-15, Hour: 12:50, Room: Kitchen, Sensor: Humidity Sensor, Value: %71.51, Status: High Humidity
Date: 2025-08-15, Hour: 12:50, Room: Bedroom, Sensor: Humidity Sensor, Value: %70.71, Status: High Humidity
Date: 2025-08-15, Hour: 12:55, Room: Living Room, Sensor: Temperature Sensor, Value: 24.05°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:55, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.87°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:55, Room: Bedroom, Sensor: Temperature Sensor, Value: 26.34°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 12:55, Room: Living Room, Sensor: Humidity Sensor, Value: %67.84, Status: High Humidity
Date: 2025-08-15, Hour: 12:55, Room: Kitchen, Sensor: Humidity Sensor, Value: %70.15, Status: High Humidity
Date: 2025-08-15, Hour: 12:55, Room: Bedroom, Sensor: Humidity Sensor, Value: %70.48, Status: High Humidity
Date: 2025-08-15, Hour: 13:00, Room: Living Room, Sensor: Temperature Sensor, Value: 25.68°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:00, Room: Kitchen, Sensor: Temperature Sensor, Value: 24.92°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:00, Room: Bedroom, Sensor: Temperature Sensor, Value: 26.52°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:00, Room: Living Room, Sensor: Humidity Sensor, Value: %74.48, Status: High Humidity
Date: 2025-08-15, Hour: 13:00, Room: Kitchen, Sensor: Humidity Sensor, Value: %75.84, Status: High Humidity
Date: 2025-08-15, Hour: 13:00, Room: Bedroom, Sensor: Humidity Sensor, Value: %73.68, Status: High Humidity
Date: 2025-08-15, Hour: 13:05, Room: Living Room, Sensor: Temperature Sensor, Value: 25.36°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:05, Room: Kitchen, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:05, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:05, Room: Living Room, Sensor: Humidity Sensor, Value: %74.66, Status: High Humidity
Date: 2025-08-15, Hour: 13:05, Room: Kitchen, Sensor: Humidity Sensor, Value: %79.54, Status: High Humidity
Date: 2025-08-15, Hour: 13:05, Room: Bedroom, Sensor: Humidity Sensor, Value: %74.17, Status: High Humidity
Date: 2025-08-15, Hour: 13:10, Room: Living Room, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:10, Room: Kitchen, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:10, Room: Bedroom, Sensor: Temperature Sensor, Value: 26.87°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:10, Room: Living Room, Sensor: Humidity Sensor, Value: %79.03, Status: High Humidity
Date: 2025-08-15, Hour: 13:10, Room: Kitchen, Sensor: Humidity Sensor, Value: %72.64, Status: High Humidity
Date: 2025-08-15, Hour: 13:10, Room: Bedroom, Sensor: Humidity Sensor, Value: %74.16, Status: High Humidity
Date: 2025-08-15, Hour: 13:15, Room: Living Room, Sensor: Temperature Sensor, Value: 26.33°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:15, Room: Kitchen, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:15, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:15, Room: Living Room, Sensor: Humidity Sensor, Value: %75.99, Status: High Humidity
Date: 2025-08-15, Hour: 13:15, Room: Kitchen, Sensor: Humidity Sensor, Value: %76.06, Status: High Humidity
Date: 2025-08-15, Hour: 13:15, Room: Bedroom, Sensor: Humidity Sensor, Value: %77.87, Status: High Humidity
Date: 2025-08-15, Hour: 13:20, Room: Living Room, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:20, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.81°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:20, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.83°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:20, Room: Living Room, Sensor: Humidity Sensor, Value: %77.46, Status: High Humidity
Date: 2025-08-15, Hour: 13:20, Room: Kitchen, Sensor: Humidity Sensor, Value: %79.35, Status: High Humidity
Date: 2025-08-15, Hour: 13:20, Room: Bedroom, Sensor: Humidity Sensor, Value: %76.54, Status: High Humidity
Date: 2025-08-15, Hour: 13:25, Room: Living Room, Sensor: Temperature Sensor, Value: 26.24°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:25, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.85°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:25, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.79°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:25, Room: Living Room, Sensor: Humidity Sensor, Value: %73.59, Status: High Humidity
Date: 2025-08-15, Hour: 13:25, Room: Kitchen, Sensor: Humidity Sensor, Value: %79.15, Status: High Humidity
Date: 2025-08-15, Hour: 13:25, Room: Bedroom, Sensor: Humidity Sensor, Value: %78.46, Status: High Humidity
Date: 2025-08-15, Hour: 13:30, Room: Living Room, Sensor: Temperature Sensor, Value: 26.28°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:30, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.07°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:30, Room: Bedroom, Sensor: Temperature Sensor, Value: 26.14°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:30, Room: Living Room, Sensor: Humidity Sensor, Value: %79.71, Status: High Humidity
Date: 2025-08-15, Hour: 13:30, Room: Kitchen, Sensor: Humidity Sensor, Value: %74.56, Status: High Humidity
Date: 2025-08-15, Hour: 13:30, Room: Bedroom, Sensor: Humidity Sensor, Value: %73.58, Status: High Humidity
Date: 2025-08-15, Hour: 13:35, Room: Living Room, Sensor: Temperature Sensor, Value: 25.69°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:35, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.32°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:35, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:35, Room: Living Room, Sensor: Humidity Sensor, Value: %73.26, Status: High Humidity
Date: 2025-08-15, Hour: 13:35, Room: Kitchen, Sensor: Humidity Sensor, Value: %78.51, Status: High Humidity
Date: 2025-08-15, Hour: 13:35, Room: Bedroom, Sensor: Humidity Sensor, Value: %74.27, Status: High Humidity
Date: 2025-08-15, Hour: 13:40, Room: Living Room, Sensor: Temperature Sensor, Value: 26.53°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:40, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.14°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:40, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.25°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:40, Room: Living Room, Sensor: Humidity Sensor, Value: %77.85, Status: High Humidity
Date: 2025-08-15, Hour: 13:40, Room: Kitchen, Sensor: Humidity Sensor, Value: %76.23, Status: High Humidity
Date: 2025-08-15, Hour: 13:40, Room: Bedroom, Sensor: Humidity Sensor, Value: %79.09, Status: High Humidity
Date: 2025-08-15, Hour: 13:45, Room: Living Room, Sensor: Temperature Sensor, Value: 26.83°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:45, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.17°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:45, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.1°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:45, Room: Living Room, Sensor: Humidity Sensor, Value: %72.89, Status: High Humidity
Date: 2025-08-15, Hour: 13:45, Room: Kitchen, Sensor: Humidity Sensor, Value: %78.12, Status: High Humidity
Date: 2025-08-15, Hour: 13:45, Room: Bedroom, Sensor: Humidity Sensor, Value: %76.31, Status: High Humidity
Date: 2025-08-15, Hour: 13:50, Room: Living Room, Sensor: Temperature Sensor, Value: 25.39°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:50, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.16°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:50, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:50, Room: Living Room, Sensor: Humidity Sensor, Value: %79.63, Status: High Humidity
Date: 2025-08-15, Hour: 13:50, Room: Kitchen, Sensor: Humidity Sensor, Value: %74.19, Status: High Humidity
Date: 2025-08-15, Hour: 13:50, Room: Bedroom, Sensor: Humidity Sensor, Value: %79.43, Status: High Humidity
Date: 2025-08-15, Hour: 13:55, Room: Living Room, Sensor: Temperature Sensor, Value: 25.52°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:55, Room: Kitchen, Sensor: Temperature Sensor, Value: 25.67°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:55, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.08°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 13:55, Room: Living Room, Sensor: Humidity Sensor, Value: %73.45, Status: High Humidity
Date: 2025-08-15, Hour: 13:55, Room: Kitchen, Sensor: Humidity Sensor, Value: %75.8, Status: High Humidity
Date: 2025-08-15, Hour: 13:55, Room: Bedroom, Sensor: Humidity Sensor, Value: %72.8, Status: High Humidity
Date: 2025-08-15, Hour: 14:00, Room: Living Room, Sensor: Temperature Sensor, Value: 26.32°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:00, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.75°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:00, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.6°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:00, Room: Living Room, Sensor: Humidity Sensor, Value: %79.68, Status: High Humidity
Date: 2025-08-15, Hour: 14:00, Room: Kitchen, Sensor: Humidity Sensor, Value: %76.73, Status: High Humidity
Date: 2025-08-15, Hour: 14:00, Room: Bedroom, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 14:05, Room: Living Room, Sensor: Temperature Sensor, Value: 25.73°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:05, Room: Kitchen, Sensor: Temperature Sensor, Value: 26.34°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:05, Room: Bedroom, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:05, Room: Living Room, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 14:05, Room: Kitchen, Sensor: Humidity Sensor, Value: %79.53, Status: High Humidity
Date: 2025-08-15, Hour: 14:05, Room: Bedroom, Sensor: Humidity Sensor, Value: %77.83, Status: High Humidity
Date: 2025-08-15, Hour: 14:10, Room: Living Room, Sensor: Temperature Sensor, Value: 25.83°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:10, Room: Kitchen, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:10, Room: Bedroom, Sensor: Temperature Sensor, Value: 25.46°C, Status: Normal Temperature
Date: 2025-08-15, Hour: 14:10, Room: Living Room, Sensor: Humidity Sensor, Value: %77.24, Status: High Humidity
Date: 2025-08-15, Hour: 14:10, Room: Kitchen, Sensor: Humidity Sensor, Value: %78.23, Status: High Humidity
Date: 2025-08-15, Hour: 14:10, Room: Bedroom, Sensor: Humidity Sensor, Value: %80.0, Status: High Humidity
Date: 2025-08-15, Hour: 14:15, Room: Living Room, Sensor: Temperature Sensor, Value: 27.0°C, Status: Normal Temperature
