Date,Hour,Sensor,Room,Sensor Value,Sensor Unit,Room Status
2025-08-15,07:50,Temperature Sensor,Bedroom,18.75,°C,High Temperature
2025-08-15,07:50,Humidity Sensor,Living Room,36.51,%,Normal Humidity
2025-08-15,07:50,Humidity Sensor,Kitchen,34.77,%,Normal Humidity
2025-08-15,07:50,Humidity Sensor,Bedroom,35.67,%,Normal Humidity
2025-08-15,07:55,Temperature Sensor,Living Room,18.03,°C,High Temperature
2025-08-15,07:55,Temperature Sensor,Kitchen,18.85,°C,High Temperature
2025-08-15,07:55,Temperature Sensor,Bedroom,17.6,°C,High Temperature
2025-08-15,07:55,Humidity Sensor,Living Room,36.1,%,Normal Humidity
2025-08-15,07:55,Humidity Sensor,Kitchen,33.3,%,Normal Humidity
2025-08-15,07:55,Humidity Sensor,Bedroom,33.77,%,Normal Humidity
2025-08-15,08:00,Temperature Sensor,Living Room,19.94,°C,High Temperature
2025-08-15,08:00,Temperature Sensor,Kitchen,19.53,°C,High Temperature
2025-08-15,08:00,Temperature Sensor,Bedroom,20.19,°C,High Temperature
2025-08-15,08:00,Humidity Sensor,Living Room,42.73,%,Normal Humidity
2025-08-15,08:00,Humidity Sensor,Kitchen,44.25,%,Normal Humidity
2025-08-15,08:00,Humidity Sensor,Bedroom,40.69,%,Normal Humidity
2025-08-15,08:05,Temperature Sensor,Living Room,18.75,°C,High Temperature
2025-08-15,08:05,Temperature Sensor,Kitchen,19.17,°C,High Temperature
2025-08-15,08:05,Temperature Sensor,Bedroom,19.43,°C,High Temperature
2025-08-15,08:05,Humidity Sensor,Living Room,40.51,%,Normal Humidity
2025-08-15,08:05,Humidity Sensor,Kitchen,43.16,%,Normal Humidity
2025-08-15,08:05,Humidity Sensor,Bedroom,40.53,%,Normal Humidity
2025-08-15,08:10,Temperature Sensor,Living Room,19.75,°C,High Temperature
2025-08-15,08:10,Temperature Sensor,Kitchen,18.53,°C,High Temperature
2025-08-15,08:10,Temperature Sensor,Bedroom,19.64,°C,High Temperature
2025-08-15,08:10,Humidity Sensor,Living Room,40.73,%,Normal Humidity
2025-08-15,08:10,Humidity Sensor,Kitchen,41.44,%,Normal Humidity
2025-08-15,08:10,Humidity Sensor,Bedroom,41.46,%,Normal Humidity
2025-08-15,08:15,Temperature Sensor,Living Room,18.77,°C,High Temperature
2025-08-15,08:15,Temperature Sensor,Kitchen,19.45,°C,High Temperature
2025-08-15,08:15,Temperature Sensor,Bedroom,18.59,°C,High Temperature
2025-08-15,08:15,Humidity Sensor,Living Room,42.44,%,Normal Humidity
2025-08-15,08:15,Humidity Sensor,Kitchen,41.88,%,Normal Humidity
2025-08-15,08:15,Humidity Sensor,Bedroom,40.38,%,Normal Humidity
2025-08-15,08:20,Temperature Sensor,Living Room,19.43,°C,High Temperature
2025-08-15,08:20,Temperature Sensor,Kitchen,19.14,°C,High Temperature
2025-08-15,08:20,Temperature Sensor,Bedroom,19.64,°C,High Temperature
2025-08-15,08:20,Humidity Sensor,Living Room,41.05,%,Normal Humidity
2025-08-15,08:20,Humidity Sensor,Kitchen,40.21,%,Normal Humidity
2025-08-15,08:20,Humidity Sensor,Bedroom,40.2,%,Normal Humidity
2025-08-15,08:25,Temperature Sensor,Living Room,19.55,°C,High Temperature
2025-08-15,08:25,Temperature Sensor,Kitchen,20.27,°C,High Temperature
2025-08-15,08:25,Temperature Sensor,Bedroom,18.7,°C,High Temperature
2025-08-15,08:25,Humidity Sensor,Living Room,40.47,%,Normal Humidity
2025-08-15,08:25,Humidity Sensor,Kitchen,43.41,%,Normal Humidity
2025-08-15,08:25,Humidity Sensor,Bedroom,42.53,%,Normal Humidity
2025-08-15,08:30,Temperature Sensor,Living Room,20.0,°C,High Temperature
2025-08-15,08:30,Temperature Sensor,Kitchen,18.98,°C,High Temperature
2025-08-15,08:30,Temperature Sensor,Bedroom,18.74,°C,High Temperature
2025-08-15,08:30,Humidity Sensor,Living Room,43.91,%,Normal Humidity
2025-08-15,08:30,Humidity Sensor,Kitchen,43.51,%,Normal Humidity
2025-08-15,08:30,Humidity Sensor,Bedroom,44.02,%,Normal Humidity
2025-08-15,08:35,Temperature Sensor,Living Room,18.76,°C,High Temperature
2025-08-15,08:35,Temperature Sensor,Kitchen,20.06,°C,High Temperature
2025-08-15,08:35,Temperature Sensor,Bedroom,20.0,°C,High Temperature
2025-08-15,08:35,Humidity Sensor,Living Room,40.36,%,Normal Humidity
2025-08-15,08:35,Humidity Sensor,Kitchen,44.1,%,Normal Humidity
2025-08-15,08:35,Humidity Sensor,Bedroom,42.55,%,Normal Humidity
2025-08-15,08:40,Temperature Sensor,Living Room,18.71,°C,High Temperature
2025-08-15,08:40,Temperature Sensor,Kitchen,19.45,°C,High Temperature
2025-08-15,08:40,Temperature Sensor,Bedroom,18.93,°C,High Temperature
2025-08-15,08:40,Humidity Sensor,Living Room,41.95,%,Normal Humidity
2025-08-15,08:40,Humidity Sensor,Kitchen,43.83,%,Normal Humidity
2025-08-15,08:40,Humidity Sensor,Bedroom,42.83,%,Normal Humidity
2025-08-15,08:45,Temperature Sensor,Living Room,18.82,°C,High Temperature
2025-08-15,08:45,Temperature Sensor,Kitchen,18.53,°C,High Temperature
2025-08-15,08:45,Temperature Sensor,Bedroom,19.87,°C,High Temperature
2025-08-15,08:45,Humidity Sensor,Living Room,40.5,%,Normal Humidity
2025-08-15,08:45,Humidity Sensor,Kitchen,41.14,%,Normal Humidity
2025-08-15,08:45,Humidity Sensor,Bedroom,40.56,%,Normal Humidity
2025-08-15,08:50,Temperature Sensor,Living Room,18.82,°C,High Temperature
2025-08-15,08:50,Temperature Sensor,Kitchen,20.39,°C,High Temperature
2025-08-15,08:50,Temperature Sensor,Bedroom,19.51,°C,High Temperature
2025-08-15,08:50,Humidity Sensor,Living Room,43.0,%,Normal Humidity
2025-08-15,08:50,Humidity Sensor,Kitchen,41.42,%,Normal Humidity
2025-08-15,08:50,Humidity Sensor,Bedroom,42.65,%,Normal Humidity
2025-08-15,08:55,Temperature Sensor,Living Room,20.11,°C,High Temperature
2025-08-15,08:55,Temperature Sensor,Kitchen,18.58,°C,High Temperature
2025-08-15,08:55,Temperature Sensor,Bedroom,19.98,°C,High Temperature
2025-08-15,08:55,Humidity Sensor,Living Room,43.64,%,Normal Humidity
2025-08-15,08:55,Humidity Sensor,Kitchen,43.03,%,Normal Humidity
2025-08-15,08:55,Humidity Sensor,Bedroom,43.91,%,Normal Humidity
2025-08-15,09:00,Temperature Sensor,Living Room,21.68,°C,High Temperature
2025-08-15,09:00,Temperature Sensor,Kitchen,21.35,°C,High Temperature
2025-08-15,09:00,Temperature Sensor,Bedroom,21.29,°C,High Temperature
2025-08-15,09:00,Humidity Sensor,Living Room,48.83,%,Normal Humidity
2025-08-15,09:00,Humidity Sensor,Kitchen,49.62,%,Normal Humidity
2025-08-15,09:00,Humidity Sensor,Bedroom,48.74,%,Normal Humidity
2025-08-15,09:05,Temperature Sensor,Living Room,21.13,°C,High Temperature
2025-08-15,09:05,Temperature Sensor,Kitchen,21.13,°C,High Temperature
2025-08-15,09:05,Temperature Sensor,Bedroom,20.02,°C,High Temperature
2025-08-15,09:05,Humidity Sensor,Living Room,51.1,%,Normal Humidity
2025-08-15,09:05,Humidity Sensor,Kitchen,49.32,%,Normal Humidity
2025-08-15,09:05,Humidity Sensor,Bedroom,51.84,%,Normal Humidity
2025-08-15,09:10,Temperature Sensor,Living Room,22.04,°C,Normal Temperature
2025-08-15,09:10,Temperature Sensor,Kitchen,21.8,°C,High Temperature
2025-08-15,09:10,Temperature Sensor,Bedroom,21.68,°C,High Temperature
2025-08-15,09:10,Humidity Sensor,Living Room,48.21,%,Normal Humidity
2025-08-15,09:10,Humidity Sensor,Kitchen,52.09,%,Normal Humidity
2025-08-15,09:10,Humidity Sensor,Bedroom,51.34,%,Normal Humidity
2025-08-15,09:15,Temperature Sensor,Living Room,20.31,°C,High Temperature
2025-08-15,09:15,Temperature Sensor,Kitchen,21.01,°C,High Temperature
2025-08-15,09:15,Temperature Sensor,Bedroom,21.21,°C,High Temperature
2025-08-15,09:15,Humidity Sensor,Living Room,48.0,%,Normal Humidity
2025-08-15,09:15,Humidity Sensor,Kitchen,51.6,%,Normal Humidity
2025-08-15,09:15,Humidity Sensor,Bedroom,48.96,%,Normal Humidity
2025-08-15,09:20,Temperature Sensor,Living Room,20.28,°C,High Temperature
2025-08-15,09:20,Temperature Sensor,Kitchen,21.47,°C,High Temperature
2025-08-15,09:20,Temperature Sensor,Bedroom,21.99,°C,High Temperature
2025-08-15,09:20,Humidity Sensor,Living Room,51.43,%,Normal Humidity
2025-08-15,09:20,Humidity Sensor,Kitchen,49.25,%,Normal Humidity
2025-08-15,09:20,Humidity Sensor,Bedroom,51.24,%,Normal Humidity
2025-08-15,09:25,Temperature Sensor,Living Room,21.2,°C,High Temperature
2025-08-15,09:25,Temperature Sensor,Kitchen,20.01,°C,High Temperature
2025-08-15,09:25,Temperature Sensor,Bedroom,21.53,°C,High Temperature
2025-08-15,09:25,Humidity Sensor,Living Room,49.99,%,Normal Humidity
2025-08-15,09:25,Humidity Sensor,Kitchen,49.98,%,Normal Humidity
2025-08-15,09:25,Humidity Sensor,Bedroom,52.13,%,Normal Humidity
2025-08-15,09:30,Temperature Sensor,Living Room,20.92,°C,High Temperature
2025-08-15,09:30,Temperature Sensor,Kitchen,20.46,°C,High Temperature
2025-08-15,09:30,Temperature Sensor,Bedroom,21.95,°C,High Temperature
2025-08-15,09:30,Humidity Sensor,Living Room,47.82,%,Normal Humidity
2025-08-15,09:30,Humidity Sensor,Kitchen,50.49,%,Normal Humidity
2025-08-15,09:30,Humidity Sensor,Bedroom,48.45,%,Normal Humidity
2025-08-15,09:35,Temperature Sensor,Living Room,20.81,°C,High Temperature
2025-08-15,09:35,Temperature Sensor,Kitchen,21.58,°C,High Temperature
2025-08-15,09:35,Temperature Sensor,Bedroom,21.6,°C,High Temperature
2025-08-15,09:35,Humidity Sensor,Living Room,47.57,%,Normal Humidity
2025-08-15,09:35,Humidity Sensor,Kitchen,49.66,%,Normal Humidity
2025-08-15,09:35,Humidity Sensor,Bedroom,51.08,%,Normal Humidity
2025-08-15,09:40,Temperature Sensor,Living Room,20.77,°C,High Temperature
2025-08-15,09:40,Temperature Sensor,Kitchen,21.15,°C,High Temperature
2025-08-15,09:40,Temperature Sensor,Bedroom,19.97,°C,High Temperature
2025-08-15,09:40,Humidity Sensor,Living Room,48.28,%,Normal Humidity
2025-08-15,09:40,Humidity Sensor,Kitchen,48.92,%,Normal Humidity
2025-08-15,09:40,Humidity Sensor,Bedroom,52.02,%,Normal Humidity
2025-08-15,09:45,Temperature Sensor,Living Room,21.6,°C,High Temperature
2025-08-15,09:45,Temperature Sensor,Kitchen,20.06,°C,High Temperature
2025-08-15,09:45,Temperature Sensor,Bedroom,21.2,°C,High Temperature
2025-08-15,09:45,Humidity Sensor,Living Room,50.58,%,Normal Humidity
2025-08-15,09:45,Humidity Sensor,Kitchen,49.25,%,Normal Humidity
2025-08-15,09:45,Humidity Sensor,Bedroom,47.72,%,Normal Humidity
2025-08-15,09:50,Temperature Sensor,Living Room,21.73,°C,High Temperature
2025-08-15,09:50,Temperature Sensor,Kitchen,21.04,°C,High Temperature
2025-08-15,09:50,Temperature Sensor,Bedroom,21.57,°C,High Temperature
2025-08-15,09:50,Humidity Sensor,Living Room,47.74,%,Normal Humidity
2025-08-15,09:50,Humidity Sensor,Kitchen,47.82,%,Normal Humidity
2025-08-15,09:50,Humidity Sensor,Bedroom,47.59,%,Normal Humidity
2025-08-15,09:55,Temperature Sensor,Living Room,21.12,°C,High Temperature
2025-08-15,09:55,Temperature Sensor,Kitchen,21.06,°C,High Temperature
2025-08-15,09:55,Temperature Sensor,Bedroom,21.65,°C,High Temperature
2025-08-15,09:55,Humidity Sensor,Living Room,49.79,%,Normal Humidity
2025-08-15,09:55,Humidity Sensor,Kitchen,48.43,%,Normal Humidity
2025-08-15,09:55,Humidity Sensor,Bedroom,50.79,%,Normal Humidity
2025-08-15,10:00,Temperature Sensor,Living Room,22.62,°C,Normal Temperature
2025-08-15,10:00,Temperature Sensor,Kitchen,23.45,°C,Normal Temperature
2025-08-15,10:00,Temperature Sensor,Bedroom,22.5,°C,Normal Temperature
2025-08-15,10:00,Humidity Sensor,Living Room,58.57,%,Normal Humidity
2025-08-15,10:00,Humidity Sensor,Kitchen,57.38,%,Normal Humidity
2025-08-15,10:00,Humidity Sensor,Bedroom,57.77,%,Normal Humidity
2025-08-15,10:05,Temperature Sensor,Living Room,21.72,°C,High Temperature
2025-08-15,10:05,Temperature Sensor,Kitchen,21.94,°C,High Temperature
2025-08-15,10:05,Temperature Sensor,Bedroom,21.52,°C,High Temperature
2025-08-15,10:05,Humidity Sensor,Living Room,60.25,%,High Humidity
2025-08-15,10:05,Humidity Sensor,Kitchen,56.59,%,Normal Humidity
2025-08-15,10:05,Humidity Sensor,Bedroom,59.91,%,Normal Humidity
2025-08-15,10:10,Temperature Sensor,Living Room,22.07,°C,Normal Temperature
2025-08-15,10:10,Temperature Sensor,Kitchen,23.46,°C,Normal Temperature
2025-08-15,10:10,Temperature Sensor,Bedroom,21.59,°C,High Temperature
2025-08-15,10:10,Humidity Sensor,Living Room,59.07,%,Normal Humidity
2025-08-15,10:10,Humidity Sensor,Kitchen,55.62,%,Normal Humidity
2025-08-15,10:10,Humidity Sensor,Bedroom,56.21,%,Normal Humidity
2025-08-15,10:15,Temperature Sensor,Living Room,22.8,°C,Normal Temperature
2025-08-15,10:15,Temperature Sensor,Kitchen,22.4,°C,Normal Temperature
2025-08-15,10:15,Temperature Sensor,Bedroom,21.81,°C,High Temperature
2025-08-15,10:15,Humidity Sensor,Living Room,57.43,%,Normal Humidity
2025-08-15,10:15,Humidity Sensor,Kitchen,58.7,%,Normal Humidity
2025-08-15,10:15,Humidity Sensor,Bedroom,56.12,%,Normal Humidity
2025-08-15,10:20,Temperature Sensor,Living Room,21.74,°C,High Temperature
2025-08-15,10:20,Temperature Sensor,Kitchen,21.82,°C,High Temperature
2025-08-15,10:20,Temperature Sensor,Bedroom,23.05,°C,Normal Temperature
2025-08-15,10:20,Humidity Sensor,Living Room,57.44,%,Normal Humidity
2025-08-15,10:20,Humidity Sensor,Kitchen,59.05,%,Normal Humidity
2025-08-15,10:20,Humidity Sensor,Bedroom,60.19,%,High Humidity
2025-08-15,10:25,Temperature Sensor,Living Room,21.91,°C,High Temperature
2025-08-15,10:25,Temperature Sensor,Kitchen,22.99,°C,Normal Temperature
2025-08-15,10:25,Temperature Sensor,Bedroom,23.59,°C,Normal Temperature
2025-08-15,10:25,Humidity Sensor,Living Room,57.66,%,Normal Humidity
2025-08-15,10:25,Humidity Sensor,Kitchen,57.37,%,Normal Humidity
2025-08-15,10:25,Humidity Sensor,Bedroom,58.41,%,Normal Humidity
2025-08-15,10:30,Temperature Sensor,Living Room,21.52,°C,High Temperature
2025-08-15,10:30,Temperature Sensor,Kitchen,22.35,°C,Normal Temperature
2025-08-15,10:30,Temperature Sensor,Bedroom,23.19,°C,Normal Temperature
2025-08-15,10:30,Humidity Sensor,Living Room,58.63,%,Normal Humidity
2025-08-15,10:30,Humidity Sensor,Kitchen,56.45,%,Normal Humidity
2025-08-15,10:30,Humidity Sensor,Bedroom,55.29,%,Normal Humidity
2025-08-15,10:35,Temperature Sensor,Living Room,23.55,°C,Normal Temperature
2025-08-15,10:35,Temperature Sensor,Kitchen,22.05,°C,Normal Temperature
2025-08-15,10:35,Temperature Sensor,Bedroom,21.48,°C,High Temperature
2025-08-15,10:35,Humidity Sensor,Living Room,56.95,%,Normal Humidity
2025-08-15,10:35,Humidity Sensor,Kitchen,56.84,%,Normal Humidity
2025-08-15,10:35,Humidity Sensor,Bedroom,55.11,%,Normal Humidity
2025-08-15,10:40,Temperature Sensor,Living Room,22.57,°C,Normal Temperature
2025-08-15,10:40,Temperature Sensor,Kitchen,23.1,°C,Normal Temperature
2025-08-15,10:40,Temperature Sensor,Bedroom,22.22,°C,Normal Temperature
2025-08-15,10:40,Humidity Sensor,Living Room,55.48,%,Normal Humidity
2025-08-15,10:40,Humidity Sensor,Kitchen,58.99,%,Normal Humidity
2025-08-15,10:40,Humidity Sensor,Bedroom,55.87,%,Normal Humidity
2025-08-15,10:45,Temperature Sensor,Living Room,22.95,°C,Normal Temperature
2025-08-15,10:45,Temperature Sensor,Kitchen,22.2,°C,Normal Temperature
2025-08-15,10:45,Temperature Sensor,Bedroom,22.83,°C,Normal Temperature
2025-08-15,10:45,Humidity Sensor,Living Room,57.37,%,Normal Humidity
2025-08-15,10:45,Humidity Sensor,Kitchen,58.13,%,Normal Humidity
2025-08-15,10:45,Humidity Sensor,Bedroom,56.77,%,Normal Humidity
2025-08-15,10:50,Temperature Sensor,Living Room,22.77,°C,Normal Temperature
2025-08-15,10:50,Temperature Sensor,Kitchen,21.87,°C,High Temperature
2025-08-15,10:50,Temperature Sensor,Bedroom,22.73,°C,Normal Temperature
2025-08-15,10:50,Humidity Sensor,Living Room,60.59,%,High Humidity
2025-08-15,10:50,Humidity Sensor,Kitchen,57.56,%,Normal Humidity
2025-08-15,10:50,Humidity Sensor,Bedroom,55.89,%,Normal Humidity
2025-08-15,10:55,Temperature Sensor,Living Room,23.63,°C,Normal Temperature
2025-08-15,10:55,Temperature Sensor,Kitchen,21.73,°C,High Temperature
2025-08-15,10:55,Temperature Sensor,Bedroom,21.85,°C,High Temperature
2025-08-15,10:55,Humidity Sensor,Living Room,55.77,%,Normal Humidity
2025-08-15,10:55,Humidity Sensor,Kitchen,60.23,%,High Humidity
2025-08-15,10:55,Humidity Sensor,Bedroom,55.51,%,Normal Humidity
2025-08-15,11:00,Temperature Sensor,Living Room,23.92,°C,Normal Temperature
2025-08-15,11:00,Temperature Sensor,Kitchen,24.44,°C,Normal Temperature
2025-08-15,11:00,Temperature Sensor,Bedroom,23.71,°C,Normal Temperature
2025-08-15,11:00,Humidity Sensor,Living Room,63.11,%,High Humidity
2025-08-15,11:00,Humidity Sensor,Kitchen,67.99,%,High Humidity
2025-08-15,11:00,Humidity Sensor,Bedroom,67.16,%,High Humidity
2025-08-15,11:05,Temperature Sensor,Living Room,23.5,°C,Normal Temperature
2025-08-15,11:05,Temperature Sensor,Kitchen,24.08,°C,Normal Temperature
2025-08-15,11:05,Temperature Sensor,Bedroom,25.04,°C,Normal Temperature
2025-08-15,11:05,Humidity Sensor,Living Room,62.63,%,High Humidity
2025-08-15,11:05,Humidity Sensor,Kitchen,63.65,%,High Humidity
2025-08-15,11:05,Humidity Sensor,Bedroom,63.1,%,High Humidity
2025-08-15,11:10,Temperature Sensor,Living Room,23.45,°C,Normal Temperature
2025-08-15,11:10,Temperature Sensor,Kitchen,23.08,°C,Normal Temperature
2025-08-15,11:10,Temperature Sensor,Bedroom,23.69,°C,Normal Temperature
2025-08-15,11:10,Humidity Sensor,Living Room,65.37,%,High Humidity
2025-08-15,11:10,Humidity Sensor,Kitchen,64.84,%,High Humidity
2025-08-15,11:10,Humidity Sensor,Bedroom,62.31,%,High Humidity
2025-08-15,11:15,Temperature Sensor,Living Room,25.13,°C,Normal Temperature
2025-08-15,11:15,Temperature Sensor,Kitchen,24.4,°C,Normal Temperature
2025-08-15,11:15,Temperature Sensor,Bedroom,24.68,°C,Normal Temperature
2025-08-15,11:15,Humidity Sensor,Living Room,67.81,%,High Humidity
2025-08-15,11:15,Humidity Sensor,Kitchen,67.89,%,High Humidity
2025-08-15,11:15,Humidity Sensor,Bedroom,62.52,%,High Humidity
2025-08-15,11:20,Temperature Sensor,Living Room,24.1,°C,Normal Temperature
2025-08-15,11:20,Temperature Sensor,Kitchen,23.11,°C,Normal Temperature
2025-08-15,11:20,Temperature Sensor,Bedroom,22.89,°C,Normal Temperature
2025-08-15,11:20,Humidity Sensor,Living Room,62.1,%,High Humidity
2025-08-15,11:20,Humidity Sensor,Kitchen,65.13,%,High Humidity
2025-08-15,11:20,Humidity Sensor,Bedroom,67.37,%,High Humidity
2025-08-15,11:25,Temperature Sensor,Living Room,23.51,°C,Normal Temperature
2025-08-15,11:25,Temperature Sensor,Kitchen,24.85,°C,Normal Temperature
2025-08-15,11:25,Temperature Sensor,Bedroom,23.79,°C,Normal Temperature
2025-08-15,11:25,Humidity Sensor,Living Room,65.09,%,High Humidity
2025-08-15,11:25,Humidity Sensor,Kitchen,61.9,%,High Humidity
2025-08-15,11:25,Humidity Sensor,Bedroom,64.93,%,High Humidity
2025-08-15,11:30,Temperature Sensor,Living Room,23.99,°C,Normal Temperature
2025-08-15,11:30,Temperature Sensor,Kitchen,24.99,°C,Normal Temperature
2025-08-15,11:30,Temperature Sensor,Bedroom,25.08,°C,Normal Temperature
2025-08-15,11:30,Humidity Sensor,Living Room,63.15,%,High Humidity
2025-08-15,11:30,Humidity Sensor,Kitchen,61.88,%,High Humidity
2025-08-15,11:30,Humidity Sensor,Bedroom,63.93,%,High Humidity
2025-08-15,11:35,Temperature Sensor,Living Room,23.52,°C,Normal Temperature
2025-08-15,11:35,Temperature Sensor,Kitchen,25.04,°C,Normal Temperature
2025-08-15,11:35,Temperature Sensor,Bedroom,24.42,°C,Normal Temperature
2025-08-15,11:35,Humidity Sensor,Living Room,66.33,%,High Humidity
2025-08-15,11:35,Humidity Sensor,Kitchen,62.11,%,High Humidity
2025-08-15,11:35,Humidity Sensor,Bedroom,66.28,%,High Humidity
2025-08-15,11:40,Temperature Sensor,Living Room,24.42,°C,Normal Temperature
2025-08-15,11:40,Temperature Sensor,Kitchen,24.21,°C,Normal Temperature
2025-08-15,11:40,Temperature Sensor,Bedroom,23.09,°C,Normal Temperature
2025-08-15,11:40,Humidity Sensor,Living Room,66.93,%,High Humidity
2025-08-15,11:40,Humidity Sensor,Kitchen,66.81,%,High Humidity
2025-08-15,11:40,Humidity Sensor,Bedroom,68.17,%,High Humidity
2025-08-15,11:45,Temperature Sensor,Living Room,24.72,°C,Normal Temperature
2025-08-15,11:45,Temperature Sensor,Kitchen,24.64,°C,Normal Temperature
2025-08-15,11:45,Temperature Sensor,Bedroom,23.36,°C,Normal Temperature
2025-08-15,11:45,Humidity Sensor,Living Room,65.04,%,High Humidity
2025-08-15,11:45,Humidity Sensor,Kitchen,64.64,%,High Humidity
2025-08-15,11:45,Humidity Sensor,Bedroom,61.96,%,High Humidity
2025-08-15,11:50,Temperature Sensor,Living Room,24.18,°C,Normal Temperature
2025-08-15,11:50,Temperature Sensor,Kitchen,23.87,°C,Normal Temperature
2025-08-15,11:50,Temperature Sensor,Bedroom,24.95,°C,Normal Temperature
2025-08-15,11:50,Humidity Sensor,Living Room,65.77,%,High Humidity
2025-08-15,11:50,Humidity Sensor,Kitchen,62.15,%,High Humidity
2025-08-15,11:50,Humidity Sensor,Bedroom,62.9,%,High Humidity
2025-08-15,11:55,Temperature Sensor,Living Room,24.68,°C,Normal Temperature
2025-08-15,11:55,Temperature Sensor,Kitchen,23.78,°C,Normal Temperature
2025-08-15,11:55,Temperature Sensor,Bedroom,22.9,°C,Normal Temperature
2025-08-15,11:55,Humidity Sensor,Living Room,68.16,%,High Humidity
2025-08-15,11:55,Humidity Sensor,Kitchen,66.5,%,High Humidity
2025-08-15,11:55,Humidity Sensor,Bedroom,67.91,%,High Humidity
2025-08-15,12:00,Temperature Sensor,Living Room,24.68,°C,Normal Temperature
2025-08-15,12:00,Temperature Sensor,Kitchen,24.85,°C,Normal Temperature
2025-08-15,12:00,Temperature Sensor,Bedroom,25.18,°C,Normal Temperature
2025-08-15,12:00,Humidity Sensor,Living Room,73.1,%,High Humidity
2025-08-15,12:00,Humidity Sensor,Kitchen,74.46,%,High Humidity
2025-08-15,12:00,Humidity Sensor,Bedroom,74.62,%,High Humidity
2025-08-15,12:05,Temperature Sensor,Living Room,24.6,°C,Normal Temperature
2025-08-15,12:05,Temperature Sensor,Kitchen,24.88,°C,Normal Temperature
2025-08-15,12:05,Temperature Sensor,Bedroom,25.84,°C,Normal Temperature
2025-08-15,12:05,Humidity Sensor,Living Room,73.49,%,High Humidity
2025-08-15,12:05,Humidity Sensor,Kitchen,71.05,%,High Humidity
2025-08-15,12:05,Humidity Sensor,Bedroom,71.44,%,High Humidity
2025-08-15,12:10,Temperature Sensor,Living Room,24.28,°C,Normal Temperature
2025-08-15,12:10,Temperature Sensor,Kitchen,25.07,°C,Normal Temperature
2025-08-15,12:10,Temperature Sensor,Bedroom,25.99,°C,Normal Temperature
2025-08-15,12:10,Humidity Sensor,Living Room,73.45,%,High Humidity
2025-08-15,12:10,Humidity Sensor,Kitchen,69.84,%,High Humidity
2025-08-15,12:10,Humidity Sensor,Bedroom,74.47,%,High Humidity
2025-08-15,12:15,Temperature Sensor,Living Room,25.82,°C,Normal Temperature
2025-08-15,12:15,Temperature Sensor,Kitchen,24.53,°C,Normal Temperature
2025-08-15,12:15,Temperature Sensor,Bedroom,25.67,°C,Normal Temperature
2025-08-15,12:15,Humidity Sensor,Living Room,71.99,%,High Humidity
2025-08-15,12:15,Humidity Sensor,Kitchen,71.16,%,High Humidity
2025-08-15,12:15,Humidity Sensor,Bedroom,70.7,%,High Humidity
2025-08-15,12:20,Temperature Sensor,Living Room,26.38,°C,Normal Temperature
2025-08-15,12:20,Temperature Sensor,Kitchen,25.51,°C,Normal Temperature
2025-08-15,12:20,Temperature Sensor,Bedroom,26.31,°C,Normal Temperature
2025-08-15,12:20,Humidity Sensor,Living Room,73.53,%,High Humidity
2025-08-15,12:20,Humidity Sensor,Kitchen,71.53,%,High Humidity
2025-08-15,12:20,Humidity Sensor,Bedroom,74.62,%,High Humidity
2025-08-15,12:25,Temperature Sensor,Living Room,24.03,°C,Normal Temperature
2025-08-15,12:25,Temperature Sensor,Kitchen,25.78,°C,Normal Temperature
2025-08-15,12:25,Temperature Sensor,Bedroom,24.43,°C,Normal Temperature
2025-08-15,12:25,Humidity Sensor,Living Room,73.52,%,High Humidity
2025-08-15,12:25,Humidity Sensor,Kitchen,73.64,%,High Humidity
2025-08-15,12:25,Humidity Sensor,Bedroom,72.01,%,High Humidity
2025-08-15,12:30,Temperature Sensor,Living Room,25.12,°C,Normal Temperature
2025-08-15,12:30,Temperature Sensor,Kitchen,24.0,°C,Normal Temperature
2025-08-15,12:30,Temperature Sensor,Bedroom,24.53,°C,Normal Temperature
2025-08-15,12:30,Humidity Sensor,Living Room,71.85,%,High Humidity
2025-08-15,12:30,Humidity Sensor,Kitchen,71.7,%,High Humidity
2025-08-15,12:30,Humidity Sensor,Bedroom,68.23,%,High Humidity
2025-08-15,12:35,Temperature Sensor,Living Room,24.84,°C,Normal Temperature
2025-08-15,12:35,Temperature Sensor,Kitchen,25.78,°C,Normal Temperature
2025-08-15,12:35,Temperature Sensor,Bedroom,25.86,°C,Normal Temperature
2025-08-15,12:35,Humidity Sensor,Living Room,68.14,%,High Humidity
2025-08-15,12:35,Humidity Sensor,Kitchen,68.25,%,High Humidity
2025-08-15,12:35,Humidity Sensor,Bedroom,69.22,%,High Humidity
2025-08-15,12:40,Temperature Sensor,Living Room,25.5,°C,Normal Temperature
2025-08-15,12:40,Temperature Sensor,Kitchen,24.74,°C,Normal Temperature
2025-08-15,12:40,Temperature Sensor,Bedroom,26.23,°C,Normal Temperature
2025-08-15,12:40,Humidity Sensor,Living Room,69.31,%,High Humidity
2025-08-15,12:40,Humidity Sensor,Kitchen,73.32,%,High Humidity
2025-08-15,12:40,Humidity Sensor,Bedroom,72.68,%,High Humidity
2025-08-15,12:45,Temperature Sensor,Living Room,24.95,°C,Normal Temperature
2025-08-15,12:45,Temperature Sensor,Kitchen,26.4,°C,Normal Temperature
2025-08-15,12:45,Temperature Sensor,Bedroom,24.99,°C,Normal Temperature
